dateTime,zone,subject_race,subject_sex,department_id,type,arrest_made,citation_issued,warning_issued,outcome,frisk_performed,search_conducted,reason_for_stop,vehicle_make,raw_BasisForStop,raw_OperatorRace,raw_OperatorSex,raw_ResultOfStop
2005-10-24 16:30:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 15:58:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 13:30:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-23 11:50:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-23 08:45:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-26 01:51:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 08:37:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,NISS,SP,W,F,M
2005-10-18 13:48:00,K3,white,male,300,vehicular,True,False,False,arrest,True,True,Speeding,,SP,W,M,D
2005-10-04 17:14:00,K2,white,female,202,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-18 16:00:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-18 16:20:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 10:02:00,K1,black,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-10 06:55:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-18 16:50:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-13 12:40:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 10:21:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-18 18:07:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-04 15:50:00,K2,white,male,202,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-13 18:50:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 10:33:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-13 07:35:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-18 19:37:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-18 19:52:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 10:42:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-18 20:09:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 10:53:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-13 20:45:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-18 20:30:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-04 16:16:00,K2,white,male,202,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-14 15:40:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-19 22:40:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Motorist Assist/Courtesy,,MO,W,F,M
2005-10-26 11:09:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-20 00:50:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-20 21:10:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-21 03:10:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-21 07:15:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 11:33:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 11:26:00,K3,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,MAZD,SP,W,F,M
2005-10-04 16:28:00,K2,white,male,202,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-21 20:00:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 11:48:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-22 08:35:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 12:20:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-22 08:57:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 09:06:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 09:19:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-22 09:32:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-04 16:50:00,K2,white,female,202,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-22 09:51:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 10:39:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-22 10:56:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-22 13:49:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-22 15:27:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-23 08:49:00,K3,black,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-10-23 09:10:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-23 09:10:00,K3,black,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-10-23 10:15:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-23 10:40:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-04 17:14:00,K2,white,female,202,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-23 11:02:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-23 11:38:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-26 12:39:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 12:50:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 05:40:00,X1,white,male,000,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-24 06:34:00,X1,white,male,000,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-21 13:30:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-04 16:28:00,K2,white,male,202,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 11:45:00,X4,white,male,500,vehicular,True,False,False,arrest,False,False,Registration Violation,,RV,W,M,D
2005-10-26 11:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-10-21 13:45:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 07:07:00,X1,white,male,000,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 07:55:00,K2,black,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-26 08:15:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 13:31:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 16:00:00,K2,black,male,502,vehicular,False,False,True,warning,False,True,Other Traffic Violation,,OT,B,M,W
2005-10-26 10:00:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-04 13:15:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-01 13:30:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-26 17:57:00,K3,hispanic,male,500,vehicular,False,True,False,citation,False,False,Speeding,HOND,SP,H,M,M
2005-10-26 10:30:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 13:20:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-26 15:30:00,K2,asian/pacific islander,male,900,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,I,M,M
2005-10-26 19:15:00,K3,black,male,500,vehicular,False,True,False,citation,False,False,Speeding,CHEV,SP,B,M,M
2005-10-26 19:34:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 09:40:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 11:15:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 19:37:00,K3,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,MAZD,SP,W,M,M
2005-10-26 06:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-04 14:13:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 19:53:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-21 20:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 20:03:00,K3,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,VOLK,SP,W,M,M
2005-10-26 20:27:00,X4,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,LINC,SP,W,M,M
2005-10-22 07:20:00,K2,white,female,900,vehicular,False,True,False,citation,True,True,Speeding,,SP,W,F,M
2005-10-26 15:10:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 15:15:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 16:05:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 16:25:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 16:28:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-04 15:03:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 20:00:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 20:16:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-18 21:15:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,B,M,M
2005-10-26 01:20:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 03:08:00,K3,black,male,300,vehicular,True,False,False,arrest,False,False,Speeding,,SP,B,M,D
2005-10-04 15:50:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-26 03:08:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-26 07:30:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-26 07:45:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-26 20:15:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 00:05:00,X4,white,female,500,vehicular,True,False,False,arrest,True,True,Speeding,,SP,W,F,D
2005-10-26 20:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 06:57:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-20 18:25:00,X4,black,male,500,vehicular,True,False,False,arrest,False,False,Call for Service,,CS,B,M,D
2005-10-04 17:16:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-20 18:25:00,X4,black,male,500,vehicular,True,False,False,arrest,False,False,Call for Service,,CS,B,M,D
2005-10-25 22:41:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 07:30:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 00:00:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 00:45:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 07:05:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 07:15:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 00:31:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-25 20:10:00,X4,white,male,500,vehicular,True,False,False,arrest,True,True,Other Traffic Violation,,OT,W,M,D
2005-10-26 07:24:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-04 17:33:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-25 20:10:00,X4,white,male,500,vehicular,True,False,False,arrest,True,True,Other Traffic Violation,,OT,W,M,D
2005-10-26 06:30:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 23:06:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,LEXU,SP,W,M,M
2005-10-26 20:15:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 20:40:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 21:20:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-23 05:45:00,X4,asian/pacific islander,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,I,M,M
2005-10-23 05:50:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-23 11:35:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-04 17:54:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 00:00:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 06:50:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-24 07:30:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-25 07:05:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-25 07:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-25 07:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-27 01:00:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 02:32:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 10:36:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-10-27 01:45:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-04 18:16:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-25 20:35:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 00:31:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 00:20:00,X4,black,male,500,vehicular,True,False,False,arrest,False,False,Registration Violation,,RV,B,M,D
2005-10-27 00:20:00,X4,black,male,500,vehicular,True,False,False,arrest,False,False,Registration Violation,,RV,B,M,D
2005-10-25 20:43:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 22:05:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-27 01:54:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-27 03:00:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-27 06:36:00,X4,black,male,900,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,OLDS,EQ,B,M,M
2005-10-04 09:05:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-27 07:24:00,X4,black,female,900,vehicular,False,True,False,citation,False,True,Equipment/Inspection Violation,TOYT,EQ,B,F,M
2005-10-25 23:15:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 12:15:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 02:45:00,K3,black,male,300,vehicular,True,False,False,arrest,True,True,Speeding,,SP,B,M,D
2005-10-26 15:35:00,K3,asian/pacific islander,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,I,F,M
2005-10-26 22:40:00,K3,black,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-10-26 16:30:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 23:20:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-04 09:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 08:32:00,K2,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,HOND,SP,W,F,M
2005-10-27 01:30:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 08:44:00,K2,black,female,900,vehicular,False,True,False,citation,False,False,Other Traffic Violation,NISS,OT,B,F,M
2005-10-27 08:47:00,K2,white,male,300,vehicular,False,True,False,citation,True,True,Speeding,PONT,SP,W,M,M
2005-10-27 08:42:00,K3,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,CHEV,SP,W,M,M
2005-10-26 16:55:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-09 23:05:00,K3,black,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-10-09 23:50:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 17:40:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-01 13:50:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-10 12:30:00,K3,black,male,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-10 01:55:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-24 18:12:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Call for Service,,CS,W,F,M
2005-10-26 10:40:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 19:30:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 13:00:00,K2,white,male,900,vehicular,False,True,False,citation,True,True,Speeding,,SP,W,M,M
2005-10-25 23:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 19:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-04 23:50:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 14:15:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-17 14:13:00,X1,white,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-26 20:00:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-25 23:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-26 14:45:00,K2,white,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-18 09:58:00,X1,white,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-18 10:33:00,X1,white,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-26 01:20:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-26 03:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-18 11:08:00,X1,white,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-04 23:50:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-18 12:14:00,X1,black,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,B,M,M
2005-10-21 14:25:00,X1,white,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-22 09:54:00,X1,white,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-27 12:22:00,K3,white,male,300,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,FORD,EQ,W,M,M
2005-10-22 10:32:00,X1,white,female,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-22 10:32:00,X1,white,female,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-22 13:01:00,X1,white,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-26 07:35:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 13:37:00,X1,white,male,009,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-27 13:10:00,K2,white,female,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-04 23:50:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 13:22:00,K3,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,CHEV,SP,W,M,M
2005-10-26 15:40:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 16:25:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-26 16:50:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,B,F,M
2005-10-26 18:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-26 19:05:00,X4,asian/pacific islander,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,I,F,M
2005-10-26 20:00:00,X4,asian/pacific islander,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,I,F,M
2005-10-27 08:35:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 10:15:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-27 11:20:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-05 00:45:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 13:48:00,K3,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,HYUN,SP,W,F,M
2005-10-27 10:30:00,X4,white,male,500,vehicular,False,False,True,warning,False,False,Other Traffic Violation,,OT,W,M,W
2005-10-27 11:00:00,X4,white,male,500,vehicular,False,False,True,warning,False,False,Other Traffic Violation,,OT,W,M,W
2005-10-27 11:20:00,X4,white,male,500,vehicular,False,False,True,warning,False,False,Other Traffic Violation,,OT,W,M,W
2005-10-27 11:50:00,X4,black,male,500,vehicular,False,False,True,warning,False,False,Other Traffic Violation,,OT,B,M,W
2005-10-27 11:50:00,X4,black,male,500,vehicular,False,False,True,warning,False,False,Other Traffic Violation,,OT,B,M,W
2005-10-27 10:37:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 10:25:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 10:53:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-24 13:00:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-05 01:15:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 11:37:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-26 13:25:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-26 14:25:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 09:06:00,K2,white,male,900,vehicular,True,False,False,arrest,True,True,Other Traffic Violation,,OT,W,M,D
2005-10-27 15:13:00,K3,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,JAGU,SP,W,M,M
2005-10-26 14:35:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 15:22:00,K3,black,male,500,vehicular,False,False,True,warning,False,False,Speeding,MITS,SP,B,M,W
2005-10-27 13:20:00,K1,white,male,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-27 14:25:00,K1,white,female,600,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-27 15:46:00,K3,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,TOYT,SP,W,M,M
2005-10-04 22:20:00,K3,white,female,300,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-27 16:06:00,K3,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,CHRY,SP,W,F,M
2005-10-27 10:25:00,K2,white,female,900,vehicular,True,False,False,arrest,False,True,Equipment/Inspection Violation,,EQ,W,F,P
2005-10-27 14:00:00,K2,black,male,900,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,B,M,M
2005-10-27 14:45:00,K2,black,male,900,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
